_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000014	v000015	v000016	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000027	v000028	v000030	v000034	v000035	v000036	v000037	v000038	v000039	v000040	v000041	v000042	v000043	v000044	v000046	v000047	v000049	v000050	v000051	v000052	v000053	v000054	v000056	v000057	v000058	v000059	v000060	v000061	v000062	v000063	v000065	v000068	v000070	v000071	v000073	v000075	v000078	v000080	v000082	v000086	v000094	v000095	v000096	v000099	v000100	v000106	v000109	v000118	v000119	v000120	v000132	v000139	v000140	v000141	v000144	v000148	v000158	v000161	v000164	v000166	v000170	v000176	v000177	v000180	v000182	v000184	v000187	v000192	v000197	v000198	v000200	v000201	v000202	v000203	v000205	v000206	v000207	v000208	v000210	v000211	v000213	v000214	v000224	v000225	v000228	v000237	v000243	v000245	v000252	v000274	v000281	v000285	v000296	v000297	v000299	v000307	v000323	v000327	v000335	v000348	v000359	v000447	v000450	v000473	v000511	v000518	v000528	v000531	v000533	v000536	v000544	v000549	v000574	v000578	v000610	v000633	v000669	v000703	v000708	v000824	v000832	v000886	v000900	v000941
CORR	v000177	-0.064653719	0.2917691021	-0.010092891	0.1722846177	0.999	-0.063108935	0.2427942468	0.1636972776	0.1268241179	-0.881500309	-0.002651446	0.2899725475	-0.065996238	-0.243903799	0.1778642722	-0.169828792	-0.916384454	-0.921471027	-0.080536183	0.1032301072	-0.948403222	-0.972359955	0.0882964616	0.9306895454	0.0765908586	0.224518134	0.022156116	0.8737076963	0.3210028048	0.0510111065	0.0914555025	-0.190105658	0.366697168	0.1282970709	-0.10820496	-0.999	-0.999	-0.999	-0.103234644	0.0672060402	0.1326463943	-0.169203221	0.1989993555	0.0292811898	-0.001728131	0.9364386199	-0.795701538	0.107566192	0.1630784306	0.1932934836	-0.158215606	-0.154679743	-0.149070135	0.9451503005	0.1796800875	-0.069528548	0.2392832488	-0.066849268	-0.808613218	0.0273725085	-0.811268623	0.4560926709	-0.814998334	-0.133073592	0.0967515254	-0.00066615	-0.126629099	0.3010342482	0.0459025822	-0.122045383	0.1961520347	-0.838382269	0.0568397639	0.0226832268	-0.853364624	-0.027583345	-0.873796212	-0.879336801	-0.879336801	-0.880310938	-0.096803385	-0.013582683	0.9824208903	0.1525628884	0.0500784596	0.1806592787	0.9725435044	-0.079771982	1	-0.956403403	-0.962804487	0.0604599896	0.9677177829	0.9614747586	0.9618288018	0.963061966	0.963061966	0.9625403266	0.9625403266	0.9625403266	0.9625403266	0.9620140209	0.9602122311	0.9602122311	0.963256515	0.963256515	0.9609472021	0.4310644266	-0.999	0.9684931506	-0.999	-0.999	-0.999	0.0813574295	-0.999	0.2247403139	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.034410388	0.3253100806	0.0545296375	0.0583653714	-0.757698793	0.3443611496	-0.003336511	-0.000335449	0.0051083846	-0.785420782	0.0091574976	0.2374472934	0.2010558178	-0.791468884	0.2988614438	0.2404412293	-0.803235368	0.4248695523	-0.814318985	0.0269184629	0.3513364663	-0.862225275	-0.862225275	0.2520273347	0.2520273347	0.3002540539	-0.978941281	-0.999
CORR	v000180	-0.407540197	-0.158538717	-0.076631828	0.0345965495	-0.294261304	0.0361629014	-0.08466206	0.1048937257	-0.009186299	-0.104612585	0.3736506023	0.1403328295	-0.246196417	-0.125332929	0.2832019955	-0.917984716	-0.120073712	-0.92610854	-0.114998586	-0.945049173	0.007487671	0.0357618077	-0.005415956	-0.990448167	-0.001288146	-0.025596801	0.0637574408	-0.999	-0.999	-0.189181828	-0.065873913	0.4172493936	0.0304207798	-0.02556809	-0.057116371	-0.999	-0.1035915	0.2118267806	-0.10154449	-0.051157898	0.3807129485	-0.092029396	0.1873675377	0.0311659711	0.0590569447	-0.16382574	0.0877641735	0.1291631691	-0.159290093	-0.797065365	-0.15665187	-0.153115636	0.1252616638	-0.146396992	-0.146174102	-0.805748877	-0.806088996	0.3310892635	-0.062174344	0.1137535323	-0.136672535	-0.137393044	-0.816668298	-0.053329158	-0.818285239	0.0734310597	-0.825687194	0.1307360425	0.3479055936	0.0105755868	0.1594943993	-0.841101738	-0.113409987	0.0980014201	-0.85676217	0.2640078593	-0.878152036	-0.883933191	-0.883933191	-0.09591031	-0.88703956	-0.092846825	-0.918084334	-0.925704505	-0.083534129	-0.93565777	-0.946475323	0.3279261919	-0.956403403	1	0.0067554631	0.0080431595	-0.983543268	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.062421792	-0.999	0.3051538204	-0.999	0.0265770836	-0.999	-0.999	-0.046284752	-0.999	-0.999	-0.038405451	0.2810607866	-0.999	-0.999	0.2430564927	-0.999	-0.999	-0.025811112	-0.758699965	-0.774003011	-0.774806407	0.2578181924	0.0949495142	-0.787581942	-0.791239432	-0.792550796	-0.792550796	-0.793899821	-0.79667761	-0.79667761	-0.806163024	-0.806163024	-0.817750487	-0.826854328	0.375623836	-0.867849618	-0.867849618	-0.931778329	-0.931778329	-0.990481661	-0.990481661	-0.999
CORR	v000182	-0.193474883	0.0805466084	0.126460907	0.0483753102	-0.072940763	-0.081434071	0.1219987796	0.0254006944	-0.186437401	-0.138838225	-0.248855799	0.0211873057	0.2109828221	0.0288550991	-0.122687862	-0.083761445	-0.236463144	-0.929794791	0.1155850937	0.19771536	0.0089975369	-0.099514827	0.1818339805	-0.060008643	0.1256341015	0.0459259693	-0.05422876	-0.137453094	0.0018198724	0.1442779736	-0.187840037	-0.187362988	0.005149063	0.1473344202	-0.179984131	-0.102677902	-0.102309016	-0.012809246	0.1749099107	0.129273926	-0.169058817	0.3418821908	0.0831117818	0.0838078552	0.0845071334	-0.162639886	-0.159303078	-0.032492165	0.0392730884	-0.158103846	0.0423677943	0.0465161516	-0.069183495	-0.016999033	-0.016750449	-0.015500778	-0.143415236	-0.808684744	-0.811078883	-0.060135797	-0.006152625	-0.05835234	-0.817976744	0.0392545653	-0.000110651	-0.822318786	0.0067992666	-0.04514403	-0.83025185	-0.833888851	-0.835169926	-0.034209557	-0.032659311	-0.106865791	-0.105643056	0.0281780135	-0.097051642	-0.095056995	-0.095056995	-0.09472134	0.2115405001	0.0836715039	-0.92298545	-0.083457143	-0.935943102	-0.081222953	-0.952529335	0.1345132642	-0.962804487	0.0067554631	1	-0.073059788	-0.991096079	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.0173266405	-0.999	-0.999	-0.999	0.186854342	-0.055784027	0.1265761638	0.1634103638	-0.999	0.0420741072	-0.041485331	0.0477746621	-0.999	0.0483589944	0.2146923555	-0.999	-0.999	0.0574644553	-0.024625039	-0.759485867	-0.775278809	-0.000592451	-0.779683113	-0.786936677	0.0979302454	-0.793067639	0.1014508563	0.0127246606	-0.795795855	-0.79868372	-0.79868372	0.1097537115	0.0204391988	-0.820444765	0.029653189	-0.853375596	-0.872312069	-0.872312069	-0.938704794	-0.938704794	-0.99967168	-0.99967168	-0.999
CORR	v000184	-0.25110052	0.1279667039	0.0230678182	0.0252770989	0.1393302465	0.0259643979	-0.014334878	-0.050559169	0.0448231701	0.0308009647	0.1418636287	0.022774713	0.0256717064	-0.008423283	-0.055320444	-0.082346801	0.1358776096	0.0718245398	-0.075877341	0.1220071401	0.0105231081	-0.09815305	0.1489222002	-0.001994545	0.0818587384	0.1427190817	-0.022239152	-0.087954686	0.127974633	-0.025515481	-0.11234789	0.1467135867	0.1613431742	0.0589077577	0.0657072856	-0.999	-0.01319252	0.0922550792	0.0205051775	0.1308545428	0.0278714463	-0.039329336	0.0333676369	0.0340411839	0.1618533934	0.0035692233	0.0073968642	0.0909987304	0.0087725448	-0.156905621	0.0117992784	-0.023134611	-0.016878866	0.0834961853	0.056099891	-0.142666991	-0.142215892	-0.062583842	-0.13737764	0.0922603073	0.1615582451	-0.005601389	-0.052092567	0.1012789825	0.1482413312	-0.126581779	0.0480521289	-0.043850565	0.0505043201	-0.835802924	-0.038054042	-0.112467502	-0.848210017	0.1008408708	-0.104442268	0.0700516326	-0.885215056	0.0811524205	-0.093856118	0.0406861771	-0.011892788	-0.090456978	-0.00250434	-0.082256333	0.0006500497	-0.080022175	0.0042935422	-0.075815438	0.0604599896	0.0080431595	-0.073059788	1	-0.071052062	-0.999	-0.066933015	-0.066513225	-0.066513225	-0.06609196	-0.06609196	-0.06609196	-0.06609196	-0.06566921	-0.06566921	-0.06566921	-0.065244964	-0.065244964	-0.064819211	0.1150412595	-0.060033233	-0.060033233	0.0785962749	0.0271547404	0.1263353129	0.1279504195	0.0326707266	0.0961473972	-0.999	-0.999	-0.999	0.1049657301	-0.035475283	0.1860658851	0.1541484623	0.0562507423	-0.026996367	-0.756604139	-0.760308523	-0.776612081	0.0006029268	0.1493882744	0.155499973	0.2016876248	-0.794981261	0.102718695	0.0139183567	0.1619122067	-0.800764475	-0.800764475	-0.810915187	0.0216318183	0.1757693847	0.1800157358	-0.857362751	-0.876980429	0.0440218071	-0.945904331	-0.945904331	-0.999	0.0664352359	-0.999
CORR	v000187	-0.022509627	0.2799527648	0.0107486448	0.2150191451	0.999	-0.057019048	0.2639770649	0.2054298228	0.1442389446	-0.890136385	0.021980032	0.3337552119	-0.089967574	-0.917796438	0.2123081137	-0.927376695	-0.930490267	-0.936335802	-0.018973788	0.1231412958	-0.967656838	-0.995727434	0.0423558564	0.8569469484	0.1284103636	0.2020016491	-0.021260826	0.8503887804	0.3500128165	0.0334246059	0.1318381126	-0.185364132	0.4169526569	0.1004437765	-0.177983846	-0.999	-0.999	-0.999	-0.098095397	-0.047538193	0.1209500565	-0.999	0.1770610145	-0.161793713	0.0038496884	0.876643243	-0.798229449	0.1136317935	0.169385111	-0.798853208	-0.153461233	-0.802518741	-0.144313052	0.9907170618	0.2305132475	-0.013232919	-0.063909157	-0.139359061	-0.813018897	0.0329293014	-0.816037552	0.1197522309	-0.820310808	-0.128312839	0.1025646682	0.0047035161	-0.121867187	0.3293722151	0.0843411289	-0.837141785	0.2505610825	-0.847044144	0.0955122083	-0.024760467	-0.864208364	-0.1027098	-0.887745592	-0.894115898	-0.894115898	-0.895236216	-0.897518866	-0.008464692	0.9981995795	-0.940171593	0.0015164667	0.2300309324	0.9977722289	-0.974161406	0.9677177829	-0.983543268	-0.991096079	-0.071052062	1	0.9991949634	0.9993909981	0.9994632351	0.9997526085	0.9995363097	0.9995363097	0.9995363097	0.9995363097	0.999381681	0.999381681	0.9997935993	0.999462667	0.999462667	0.9997545063	-0.999	-0.999	0.999138682	-0.999	-0.999	-0.999	0.0315004579	-0.999	0.2538756433	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.02965544	-0.999	-0.999	0.0634350298	-0.760875886	-0.777518734	-0.778392797	0.0044061393	0.0098472624	-0.792293646	0.0138943125	0.2428666961	0.0147207597	-0.799172188	0.3509735363	0.2458541434	-0.812557569	-0.812557569	-0.825221219	-0.835183327	0.3568385466	-0.880217352	-0.880217352	-0.950874915	-0.950874915	-0.999	-0.999	-0.999
CORR	v000192	-0.016535464	0.2647435304	0.0294502698	0.2145144383	0.999	-0.052278987	0.2566719705	0.2029679124	0.1497548705	-0.897764627	0.0268811449	0.3400571513	-0.085601946	-0.928731888	0.2265781095	-0.939545322	-0.942987377	-0.949599977	-0.040336042	0.1149935341	-0.98492266	-0.999	0.0471444794	0.8507041215	0.1335339148	0.2074110977	-0.016772252	0.8333730763	0.3486948207	0.0380054315	0.1367991792	-0.181678459	0.4112286167	0.1052709612	-0.174295624	-0.999	-0.999	-0.999	-0.094100094	-0.043344842	0.1257526971	-0.796684162	0.1496316567	-0.158100673	0.0081866099	0.8725963413	-0.800434492	0.0966505041	0.1574674216	-0.801137584	-0.149766124	-0.805202428	-0.140615992	1	0.235534528	-0.009051039	-0.059916843	-0.135661085	-0.816859976	-0.002368182	-0.820224607	0.0997631228	-0.824942892	-0.82656181	0.1070842907	0.008877339	-0.118166755	0.3345303253	0.0156146871	-0.843617502	0.2403817809	-0.854613815	0.0999184371	-0.020777593	-0.873733347	-0.099008067	-0.899982906	-0.90713189	-0.90713189	-0.908373794	-0.910947348	-0.004487625	0.9970712335	-0.958859648	0.0054894362	0.2346656761	0.995852339	-0.997333101	0.9614747586	-0.999	-0.999	-0.999	0.9991949634	1	0.9979359909	0.998031812	0.9982243182	0.9981273275	0.9981273275	0.9981273275	0.9981273275	0.9971537474	0.9971537474	0.9980288087	0.9979287505	0.9979287505	0.9978271415	0.1202182364	-0.999	0.9963232218	-0.999	-0.999	-0.999	0.0354585612	-0.999	0.2796560136	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.025961945	-0.999	-0.757098091	0.0673731759	-0.763639771	-0.781986341	-0.782940244	0.0080886791	0.0135276491	-0.798282203	0.0175730137	0.2470759655	0.0183991089	-0.805896173	0.3553445118	0.2500583007	-0.820711761	0.2194531864	-0.834752797	-0.84584767	0.3836325614	-0.896091783	-0.896091783	-0.975630929	-0.975630929	-0.999	-0.999	-0.999
CORR	v000197	-0.032831804	0.2766077129	0.0165054277	0.2219496398	0.999	-0.098700746	0.2641591069	0.195097811	0.1503791685	-0.898692452	0.0088992736	0.3407708711	-0.121315934	-0.930081254	0.2097873605	-0.941004413	-0.94447892	-0.951217247	-0.039827326	0.1289360569	-0.986963897	-0.999	0.047686171	0.8516642225	0.1046685555	0.1745784695	-0.047014002	0.8411507109	0.3420873463	0.0385235296	0.1373603768	-0.181261729	0.4235906703	0.1236472405	-0.999	-0.999	-0.999	-0.999	-0.169233844	-0.092896236	0.1066890393	-0.796905413	0.1669450148	-0.157683132	0.0086770436	0.8702500635	-0.800703898	0.1188827713	0.1580157587	-0.801415455	-0.149348357	-0.805533519	-0.140198013	1	0.2361024824	-0.008578187	-0.059465451	-0.135243006	-0.817312717	0.0377376956	-0.820723145	0.0396469712	-0.825496386	-0.124194911	0.1075953703	0.0093492606	-0.117748412	0.3244127648	0.0892574376	-0.844394618	0.240932094	-0.855519981	0.1004166499	-0.100737641	-0.874897874	-0.098589598	-0.901483411	-0.908708482	-0.908708482	-0.909972094	-0.912542702	-0.004038019	0.9972720841	-0.961162942	-0.076217334	0.2351897218	0.9995139069	-0.999	0.9618288018	-0.999	-0.999	-0.066933015	0.9993909981	0.9979359909	1	0.9999896931	0.9988138675	0.999999	0.999999	0.9999707476	0.999999	0.9998605365	0.9998605365	0.9999529199	0.9999961561	0.9999961561	0.999994858	-0.999	-0.999	0.9998161793	-0.999	-0.999	-0.999	0.0359059801	-0.999	0.258885241	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.025544474	-0.755928386	-0.757359114	0.0678183114	-0.763975819	-0.782518364	-0.783486535	0.0085048832	0.0139436036	-0.799015111	0.0179887741	0.2475517169	-0.805057658	-0.806705323	0.3558385382	0.2505334702	-0.821692692	-0.821692692	-0.83589655	-0.847137131	0.3615940473	-0.898018399	-0.898018399	-0.97859044	-0.97859044	-0.999	-0.999	-0.999
CORR	v000198	-0.032165832	0.2773609814	0.0170928877	0.2226574553	0.999	-0.098188855	0.2648538664	0.1957497652	0.1510058141	-0.899604282	0.0094462014	0.3414873693	-0.120839166	-0.931380487	0.2104290703	-0.942462032	-0.946024547	-0.952804297	-0.03931676	0.1295272633	-0.989101176	-0.999	0.0482298436	0.8543041995	0.1052366418	0.1751776338	-0.04651924	0.8420686989	0.3427370919	0.0390434999	0.1379236246	-0.180843518	0.4242682788	0.1242029426	-0.999	-0.999	-0.999	-0.999	-0.168815188	-0.092442861	0.1072261127	-0.797121309	0.1675033143	-0.157264112	0.0091692334	0.8725296519	-0.800975236	0.119418231	0.1585660804	-0.801689198	-0.148929112	-0.805853275	-0.139778557	1	0.2366724979	-0.008103651	-0.059012457	-0.134823431	-0.817778668	0.0382279116	-0.821217977	0.0401370423	-0.826056216	-0.123775177	0.1081082767	0.009822858	-0.117328602	0.3249951593	0.0897586488	-0.845166276	0.2414843864	-0.856427078	0.100916635	-0.100317707	-0.876024614	-0.098169658	-0.90295084	-0.910289357	-0.910289357	-0.911589808	-0.914177312	-0.00358683	0.9977497412	-0.963391354	-0.075797454	0.2357156264	0.9996600853	-0.999	0.963061966	-0.999	-0.999	-0.066513225	0.9994632351	0.998031812	0.9999896931	1	0.9990290208	0.999999	0.999999	0.9999897191	0.999999	0.999924984	0.9998796225	0.9999703455	0.9999979412	0.9999979412	0.999996137	-0.059047153	-0.999	0.9998347973	-0.999	-0.999	-0.999	0.0363549712	-0.999	0.2593958523	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.025125549	-0.756170242	-0.757621101	0.0682649992	-0.764304179	-0.783050114	-0.784034583	0.0089225304	0.0143609993	-0.799730853	0.0184059742	0.2480291214	-0.805840297	-0.807511115	0.3563342811	0.2510102901	-0.822680728	0.0269405182	-0.837050299	-0.848433614	0.3620785828	-0.899946372	-0.899946372	-0.98162499	-0.98162499	-0.999	-0.999	-0.999
CORR	v000200	-0.023543958	0.2827975897	0.0170928877	0.2090363918	0.999	-0.051204407	0.2648538664	0.2042784007	0.1510058141	-0.899604282	0.0094462014	0.3414873693	-0.120839166	-0.931380487	0.2192848741	-0.942462032	-0.946024547	-0.952804297	-0.013316608	0.1295272633	-0.989101176	-0.999	0.0482298436	0.8543041995	0.1346953983	0.1979478798	-0.04651924	0.8420686989	0.3427370919	0.0390434999	0.1379236246	-0.180843518	0.4004359392	0.1242029426	-0.173460121	-0.999	-0.999	-0.999	-0.093194951	-0.04239476	0.1268410773	-0.797121309	0.1831603097	-0.157264112	0.0091692334	0.8725296519	-0.800975236	0.119418231	0.1754026044	-0.801689198	-0.148929112	-0.805853275	-0.139778557	1	0.2366724979	-0.008103651	-0.059012457	-0.134823431	-0.817778668	0.0382279116	-0.821217977	0.0401370423	-0.826056216	-0.123775177	0.0799955617	0.009822858	-0.117328602	0.3249951593	0.0897586488	-0.845166276	0.2565821026	-0.856427078	0.100916635	-0.019875437	-0.876024614	-0.098169658	-0.90295084	-0.910289357	-0.910289357	-0.911589808	-0.914177312	-0.00358683	0.9977497412	-0.963391354	0.0063892613	0.2357156264	0.996749491	-0.999	0.963061966	-0.999	-0.999	-0.066513225	0.9997526085	0.9982243182	0.9988138675	0.9990290208	1	0.9989561086	0.9989561086	0.9986471834	0.9989561086	0.9988810655	0.9987263396	0.999025985	0.9988051255	0.9988051255	0.9991648238	-0.059047153	-0.999	0.9975524029	-0.999	-0.999	-0.999	0.0363549712	-0.999	0.2806857827	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.025125549	-0.756170242	-0.757621101	0.0682649992	-0.764304179	-0.783050114	-0.784034583	0.0089225304	0.0143609993	-0.799730853	0.0184059742	0.2114576726	-0.805840297	-0.807511115	0.3563342811	0.2143683742	-0.822680728	0.0269405182	-0.837050299	-0.848433614	0.3846053275	-0.899946372	-0.899946372	-0.98162499	-0.98162499	-0.999	-0.999	-0.999
CORR	v000201	-0.031497239	0.2781172606	0.017682554	0.2233680394	0.999	-0.09767508	0.2655513175	0.1964042251	0.151634822	-0.900548282	0.0099951455	0.3422066678	-0.120360666	-0.932768953	0.2110732074	-0.943953218	-0.947610817	-0.95446353	-0.038804332	0.1301206662	-0.99125431	-0.999	0.0487755173	0.8536031564	0.1058068203	0.1757790232	-0.046022686	0.8429921497	0.3433892859	0.0395653562	0.1384889341	-0.180423816	0.4249484755	0.1247606754	-0.999	-0.999	-0.999	-0.999	-0.168395043	-0.091987865	0.1077651352	-0.797355553	0.1680636481	-0.156843603	0.009663192	0.8717247251	-0.801247939	0.11995563	0.1591184015	-0.801975422	-0.148508379	-0.806193369	-0.139357614	1	0.2372445896	-0.00762742	-0.05855785	-0.134402411	-0.818263945	0.038719882	-0.821742293	0.0406288667	-0.826631277	-0.123353958	0.1086230239	0.0102981431	-0.116907304	0.3255796751	0.0902616525	-0.845979194	0.2420386717	-0.857394736	0.1014184051	-0.099896292	-0.87722874	-0.097748237	-0.90453243	-0.911953145	-0.911953145	-0.913251355	-0.915922843	-0.003134044	0.9976842408	-0.965817279	-0.075376097	0.2362434093	0.9998944332	-0.999	0.9625403266	-0.999	-0.999	-0.06609196	0.9995363097	0.9981273275	0.999999	0.999999	0.9989561086	1	1	0.999981766	1	0.9998995783	0.9998995783	0.9999893716	0.999999	0.999999	0.999997921	-0.999	-0.999	0.9998512543	-0.999	-0.999	-0.999	0.0368055407	-0.999	0.2599082692	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.02470516	-0.756425502	-0.757888909	0.0687132504	-0.764653649	-0.783604466	-0.784608211	0.0093416308	0.0147798463	-0.800472549	0.0188246244	0.2485081911	-0.806665281	-0.808353666	0.3568317529	0.2514887722	-0.823698386	-0.823698386	-0.838272214	-0.849774124	0.3625647989	-0.901926194	-0.901926194	-0.984803755	-0.984803755	-0.999	-0.999	-0.999
CORR	v000202	-0.031497239	0.2781172606	0.017682554	0.2233680394	0.999	-0.09767508	0.2655513175	0.1964042251	0.151634822	-0.900548282	0.0099951455	0.3422066678	-0.120360666	-0.932768953	0.2110732074	-0.943953218	-0.947610817	-0.95446353	-0.038804332	0.1301206662	-0.99125431	-0.999	0.0487755173	0.8536031564	0.1058068203	0.1757790232	-0.046022686	0.8429921497	0.3433892859	0.0395653562	0.1384889341	-0.180423816	0.4249484755	0.1247606754	-0.999	-0.999	-0.999	-0.999	-0.168395043	-0.091987865	0.1077651352	-0.797355553	0.1680636481	-0.156843603	0.009663192	0.8717247251	-0.801247939	0.11995563	0.1591184015	-0.801975422	-0.148508379	-0.806193369	-0.139357614	1	0.2372445896	-0.00762742	-0.05855785	-0.134402411	-0.818263945	0.038719882	-0.821742293	0.0406288667	-0.826631277	-0.123353958	0.1086230239	0.0102981431	-0.116907304	0.3255796751	0.0902616525	-0.845979194	0.2420386717	-0.857394736	0.1014184051	-0.099896292	-0.87722874	-0.097748237	-0.90453243	-0.911953145	-0.911953145	-0.913251355	-0.915922843	-0.003134044	0.9976842408	-0.965817279	-0.075376097	0.2362434093	0.9998944332	-0.999	0.9625403266	-0.999	-0.999	-0.06609196	0.9995363097	0.9981273275	0.999999	0.999999	0.9989561086	1	1	0.999981766	1	0.9998995783	0.9998995783	0.9999893716	0.999999	0.999999	0.999997921	-0.999	-0.999	0.9998512543	-0.999	-0.999	-0.999	0.0368055407	-0.999	0.2599082692	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.02470516	-0.756425502	-0.757888909	0.0687132504	-0.764653649	-0.783604466	-0.784608211	0.0093416308	0.0147798463	-0.800472549	0.0188246244	0.2485081911	-0.806665281	-0.808353666	0.3568317529	0.2514887722	-0.823698386	-0.823698386	-0.838272214	-0.849774124	0.3625647989	-0.901926194	-0.901926194	-0.984803755	-0.984803755	-0.999	-0.999	-0.999
CORR	v000203	-0.031497239	0.2781172606	0.0032889106	0.2233680394	0.999	-0.09767508	0.2655513175	0.1876111852	0.151634822	-0.900548282	0.0099951455	0.3364499913	-0.167362295	-0.932768953	0.2110732074	-0.943953218	-0.947610817	-0.95446353	-0.038804332	0.1301206662	-0.99125431	-0.999	0.0487755173	0.8502331849	0.1058068203	0.1757790232	-0.046022686	0.8429921497	0.3359480884	0.0395653562	0.1384889341	-0.180423816	0.4249484755	0.1247606754	-0.999	-0.999	-0.999	-0.999	-0.168395043	-0.091987865	0.1077651352	-0.797355553	0.1680636481	-0.156843603	0.009663192	0.868607887	-0.801247939	0.11995563	0.1591184015	-0.801975422	-0.148508379	-0.806193369	-0.139357614	1	0.2372445896	-0.00762742	-0.813361969	-0.134402411	-0.818263945	0.038719882	-0.821742293	0.0406288667	-0.826631277	-0.123353958	0.1086230239	0.0102981431	-0.116907304	0.3255796751	0.0902616525	-0.845979194	0.2420386717	-0.857394736	0.1014184051	-0.099896292	-0.87722874	-0.097748237	-0.90453243	-0.911953145	-0.911953145	-0.913251355	-0.915922843	-0.003134044	0.9976842408	-0.965817279	-0.075376097	0.2362434093	0.9998944332	-0.999	0.9625403266	-0.999	-0.999	-0.06609196	0.9995363097	0.9981273275	0.9999707476	0.9999897191	0.9986471834	0.999981766	0.999981766	1	0.999981766	0.9998995783	0.9998995783	0.9999893716	0.999999	0.999999	0.9999520075	-0.999	-0.999	0.9998512543	-0.999	-0.999	-0.999	-0.999	-0.999	0.2599082692	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.02470516	-0.756425502	-0.757888909	0.0687132504	-0.764653649	-0.783604466	-0.784608211	0.0093416308	0.0147798463	-0.800472549	0.0188246244	0.2119285874	0.0196505971	-0.808353666	0.3568317529	0.2148387969	-0.823698386	-0.823698386	-0.838272214	-0.849774124	0.3625647989	-0.901926194	-0.901926194	-0.984803755	-0.984803755	-0.999	-0.999	-0.999
